views,likes,set_id,iid1,iid2,iid3,iid4,iid5,iid6,iid7,iid8,color_1,color_2,color_3,color_4
3105,516,176009923,11,27,261,65,65,1967,201,222,black,red,blue,gray
990,269,213884972,4,1606,49,318,197,197,0,0,black,red,brown,none
203,88,211635611,11,24,237,318,61,95,261,186,red,none,none,none
1918,446,156822315,21,17,25,28,46,37,106,65,brown,black,white,red
169,25,166996953,19,29,41,106,62,0,0,0,red,yellow,none,none
218,3,192496686,19,237,47,259,95,0,0,0,red,none,none,none
68,48,168847248,21,237,49,55,57,0,0,0,black,none,none,none
1515,466,209497809,200,21,240,46,46,0,0,0,red,none,none,none
17,23,171853132,62,65,3,43,186,0,0,0,white,gray,none,none
51,20,185862282,21,237,49,259,61,62,64,64,white,black,red,brown
402,230,216906797,19,8,261,37,57,0,0,0,black,red,none,none
133,44,215434203,21,25,237,261,55,53,0,0,black,blue,gray,none
147,7,105142320,17,24,27,43,38,106,0,0,green,yellow,none,none
793,177,215922206,3,49,38,186,204,211,162,0,white,black,none,none
20108,693,206628447,18,2,261,318,211,0,0,0,blue,none,none,none
106,49,216587329,253,49,1967,57,171,4479,0,0,red,yellow,none,none
397,131,214364805,64,64,95,106,60,196,0,0,white,gray,none,none
2393,737,208127000,25,261,261,64,237,0,0,0,red,none,none,none
1103,257,215224610,11,240,46,318,61,57,52,4438,white,black,blue,yellow
252,44,158277562,4,42,259,106,106,1967,186,200,black,none,none,none
2230,635,207433746,19,332,43,37,106,64,65,57,black,blue,gray,yellow
85,10,206245471,104,9,37,57,0,0,0,0,black,none,none,none
55,5,210156943,342,4458,271,297,305,0,0,0,white,none,none,none
260,7,133069781,6,43,38,65,64,180,4435,0,white,black,blue,purple
4040,1481,191954129,236,9,247,43,36,62,0,0,white,brown,black,none
319,4,181308242,19,24,237,42,64,62,105,0,white,blue,gray,none
18,15,216688269,19,24,28,43,40,62,65,64,black,red,none,none
230,8,105260425,17,237,49,36,64,61,65,62,white,blue,none,none
613,122,210496952,19,25,8,37,261,0,0,0,black,none,none,none
4382,1107,216533187,18,4495,9,41,41,37,64,0,white,black,gray,green
1324,364,209510629,190,196,200,197,200,202,95,46,black,white,red,blue
2298,674,211565434,19,9,43,37,64,201,199,95,red,yellow,none,none
439,78,216213318,237,245,49,36,1967,57,0,0,white,none,none,none
113,7,196333398,244,46,318,64,57,200,222,227,red,none,none,none
39,20,200758798,244,4517,4518,106,106,57,223,0,black,gray,none,none
3484,628,208182381,4495,240,49,37,51,0,0,0,white,black,blue,gray
539,35,134954907,17,17,29,42,62,65,55,189,white,black,blue,brown
560,127,194560236,5,49,259,64,61,55,57,0,black,red,gray,none
283,99,215984462,190,184,186,184,196,211,74,51,white,blue,none,none
61,26,172566985,5,25,43,38,62,197,200,0,black,red,gray,none
134,10,105401692,196,197,199,211,74,1967,57,104,black,brown,yellow,none
95,8,153521376,17,24,2,43,36,197,200,222,white,black,red,brown
614,208,214780402,4,4,25,46,37,62,64,61,brown,green,yellow,none
1055,323,215537603,261,62,64,196,4,25,40,0,blue,none,none,none
5127,1275,191594791,17,24,28,57,52,40,0,0,white,none,none,none
394,59,123079857,21,9,261,318,1967,4428,0,0,black,green,gray,none
182,58,208267073,18,8,43,36,61,62,65,0,white,black,red,yellow
5560,783,174776889,4495,25,9,261,318,62,57,0,black,none,none,none
310,166,216832148,17,25,27,47,200,199,0,0,black,red,none,none
243,29,215595818,4,23,265,258,61,55,4428,77,black,none,none,none
250,87,216877412,11,24,8,49,38,62,57,200,black,red,gray,none
3109,1527,204036255,18,104,8,46,40,64,200,222,white,orange,yellow,none
2342,1230,211279036,104,49,259,55,1967,196,93,211,black,none,none,none
515,161,216252805,5,46,38,106,0,0,0,0,purple,black,none,none
387,4,122918751,5,46,36,106,62,0,0,0,white,none,none,none
3463,165,153124751,4,41,36,106,62,65,67,0,blue,none,none,none
2873,1298,214334211,104,28,49,36,38,55,1967,58,black,none,none,none
117,35,156252765,21,237,49,62,186,199,227,76,purple,black,red,none
1631,393,216496511,25,8,261,259,62,61,190,0,white,brown,blue,none
1814,817,216093524,5,43,38,58,196,213,213,74,white,black,red,brown
206,35,211461858,19,7,263,259,106,4244,4438,140,white,orange,none,none
569,56,190602898,231,339,222,222,222,98,222,339,black,gray,yellow,none
3067,1157,197722134,18,21,332,42,37,106,197,340,black,brown,orange,none
83508,500,214769156,19,49,57,25,28,259,0,0,black,gray,none,none
923,284,211526485,19,24,27,261,38,61,106,65,black,orange,yellow,none
817,340,216844587,4,261,261,318,65,0,0,0,black,red,gray,none
17891,1972,184645794,17,11,25,24,2,42,37,57,white,black,green,none
492,129,201965569,247,29,48,60,55,57,197,187,black,blue,gray,brown
17,12,212165964,6,46,106,319,190,192,213,0,black,white,red,blue
54,8,203127707,4,259,259,106,106,64,200,223,black,red,blue,green
1567,819,216807508,19,25,237,261,38,65,197,0,black,none,none,none
3399,283,206979642,18,11,8,69,49,4441,0,0,black,none,none,none
1687,407,214770525,19,2,240,261,1967,105,55,0,black,blue,none,none
190,70,215134443,5,25,43,38,106,64,62,0,black,red,yellow,none
12352,649,209901148,3,236,43,38,62,0,0,0,white,none,none,none
41,3,196614859,19,237,261,37,65,64,1967,196,white,none,none,none
94,24,206353728,17,9,46,37,52,0,0,0,black,red,gray,none
58237,1329,162238483,2,46,39,55,57,0,0,0,purple,none,none,none
168,23,174611370,3,49,318,58,200,223,0,0,white,red,none,none
79,31,216697811,11,8,46,38,62,201,202,195,black,brown,white,blue
34,3,216596063,11,24,332,53,200,43,0,0,black,brown,red,yellow
202,34,214159526,4495,8,259,65,74,77,0,0,red,yellow,none,none
5608,1720,211114525,25,332,43,318,61,105,0,0,black,brown,none,none
26,8,216670909,21,239,36,43,0,0,0,0,black,gray,none,none
44,6,189798148,4496,21,237,106,62,1967,1967,4428,blue,none,none,none
33,8,192738125,19,24,27,261,37,0,0,0,white,blue,gray,none
174,22,174105386,123,123,116,123,123,116,116,123,white,blue,purple,yellow
554,131,203927035,11,25,27,265,4428,0,0,0,black,blue,none,none
2394,710,203007761,11,9,46,37,67,57,200,200,black,red,brown,none
201,83,216688675,11,236,9,261,37,61,57,196,white,black,green,none
27,2,216352960,19,24,28,261,227,0,0,0,black,none,none,none
175,26,215258361,11,239,46,259,106,55,4428,105,brown,yellow,none,none
2132,409,213024218,19,25,310,49,51,200,96,0,black,white,red,gray
254,100,182084137,19,237,263,37,105,51,199,93,red,none,none,none
147,65,216880195,17,332,46,38,62,0,0,0,red,none,none,none
266,134,216919708,4,25,41,37,106,187,200,0,black,red,green,none
147,65,216963345,5,24,49,318,95,167,140,4438,white,black,red,none
400,187,216117086,19,25,240,261,36,0,0,0,black,none,none,none
1958,572,198740396,11,250,2,47,62,57,184,0,black,white,blue,orange
516,33,147724035,104,25,28,43,60,64,200,0,black,red,blue,none
114,12,156930694,2,29,49,106,62,1967,57,227,black,red,blue,orange
305,33,152872751,11,41,318,106,64,55,311,0,black,blue,none,none
22,4,118259739,11,236,28,43,318,65,62,200,black,red,yellow,none
7553,1342,216540578,11,29,46,38,64,201,95,140,red,gray,orange,yellow
199,31,187078297,25,237,42,106,65,64,62,1967,black,brown,green,yellow
540,82,206180302,11,29,46,1967,0,0,0,0,white,black,blue,none
4424,858,203674097,21,29,47,38,62,1967,57,0,black,none,none,none
176,46,213476001,5,43,38,64,62,65,106,106,white,red,yellow,none
2057,834,212796323,275,278,304,4468,4472,4467,46,0,black,brown,none,none
276,7,170579198,11,2,8,47,65,106,61,65,gray,black,blue,green
586,151,208355584,4,37,57,61,55,46,0,0,black,none,none,none
428,75,182728212,19,18,43,37,62,55,57,4438,white,black,red,green
217,19,124902246,5,46,38,200,0,0,0,0,white,red,none,none
1599,948,125139042,11,29,49,55,1967,333,0,0,black,red,blue,none
6521,1280,196429458,4,46,37,57,0,0,0,0,black,brown,blue,none
5109,319,101570167,104,236,28,46,38,106,57,186,black,none,none,none
1372,278,181650329,24,9,47,318,65,105,177,0,black,blue,none,none
1112,249,187269624,4,42,38,62,65,57,51,116,black,blue,green,none
1232,604,214835350,19,38,55,55,1967,105,57,0,white,black,none,none
59842,430,211292080,4495,261,1967,211,25,8,259,0,white,black,orange,none
18917,2385,176476328,104,25,237,43,37,57,55,0,black,blue,none,none
3558,620,202328378,2,9,46,40,65,0,0,0,black,red,blue,none
140,17,204522045,11,9,263,62,64,65,93,200,black,white,red,orange
3173,1033,209477894,4,25,261,261,38,65,65,65,black,yellow,none,none
2603,393,214364332,4,24,47,37,200,0,0,0,red,none,none,none
134,4,120618885,15,26,2,46,36,106,64,0,black,blue,brown,none
3918,1925,202272574,104,43,37,62,57,7,0,0,green,none,none,none
109,4,177602401,5,43,38,64,106,65,62,58,black,red,orange,none
47692,536,209652895,4,25,262,37,93,200,0,0,blue,none,none,none
1510,215,169488937,11,46,38,95,29,78,0,0,black,none,none,none
4726,588,178069915,11,27,261,318,57,0,0,0,gray,none,none,none
214,21,106160555,104,25,10,46,106,0,0,0,black,blue,none,none
42,5,207406523,5,46,200,196,0,0,0,0,white,black,red,none
137,44,213905199,11,24,27,261,37,105,0,0,black,none,none,none
713,278,216120419,4454,297,305,299,28,0,0,0,red,none,none,none
714,297,216619321,5,25,43,37,65,0,0,0,white,black,none,none
7750,1048,213099961,19,24,9,261,263,36,65,0,black,red,yellow,none
113,13,145130232,11,24,2,49,318,62,55,0,black,none,none,none
1513,340,211926732,19,25,240,261,36,67,106,4438,white,brown,black,gray
1147,49,122095922,11,10,46,38,62,0,0,0,gray,yellow,none,none
234,28,209923231,5,262,64,58,58,102,102,102,white,red,yellow,none
2376,447,209276964,21,25,237,43,38,57,201,0,black,blue,none,none
598,237,214666513,4,4,65,197,211,37,0,0,brown,none,none,none
360,27,110281811,104,237,49,259,65,62,1967,222,red,none,none,none
15,4,203695328,1606,48,57,77,0,0,0,0,black,none,none,none
133,50,216944005,4,43,38,64,65,57,196,197,black,yellow,none,none
127,101,216946290,5,46,35,64,4438,0,0,0,white,black,red,none
155,63,216817636,11,237,46,37,57,0,0,0,black,brown,blue,purple
64,24,190684153,21,237,258,106,106,64,1967,4426,gray,none,none,none
14,3,207736141,11,25,28,46,0,0,0,0,white,black,none,none
140,6,162343946,11,29,49,106,62,1967,58,200,yellow,none,none,none
2426,721,207459796,4,18,25,49,259,105,55,196,blue,green,none,none
183,51,203695324,21,236,29,46,37,62,64,57,white,blue,yellow,none
437,54,188389594,5,24,261,36,55,200,95,223,red,yellow,none,none
5,2,172907501,11,237,49,259,62,1967,0,0,black,red,none,none
11,2,215485288,11,241,261,37,64,62,105,55,black,red,none,none
1982,255,161171455,18,11,29,261,38,62,4428,311,white,brown,black,blue
281,15,109977748,4495,237,62,64,58,200,194,197,white,black,red,blue
3085,126,124862679,244,261,62,1967,1967,0,0,0,white,black,gray,none
2805,282,125309209,11,237,49,1967,93,74,78,78,black,red,none,none
84,9,198824176,104,29,43,67,55,57,0,0,black,red,blue,yellow
7,4,196039488,25,237,261,36,1967,188,201,11,white,blue,gray,none
2387,106,177292874,11,8,43,318,106,65,64,57,black,red,gray,yellow
5211,810,211349130,4,25,41,41,259,93,200,199,black,red,gray,none
31,6,158450419,6,46,65,110,0,0,0,0,black,none,none,none
303,14,148145958,11,9,43,37,64,0,0,0,black,yellow,none,none
59,5,144680767,18,11,237,261,58,305,177,0,black,none,none,none
239,40,205003341,4454,4458,271,292,305,4526,4472,4467,black,red,yellow,none
52,6,194820180,104,11,25,26,237,237,46,261,white,black,none,none
154,16,108287520,19,23,237,42,57,200,199,222,white,brown,red,blue
312,57,175695791,19,104,24,28,36,62,64,0,white,yellow,none,none
495660,5056,102414649,19,28,41,40,62,0,0,0,blue,gray,none,none
1053,179,115665885,197,211,37,4,46,0,0,0,black,red,none,none
161,15,198350683,5,24,261,64,62,58,141,136,white,black,gray,none
63,21,206309384,144,4240,182,4438,4254,4254,0,0,red,green,none,none
1777,82,133084310,11,18,240,43,260,62,4438,0,black,red,blue,none
28,3,176890001,11,236,237,261,62,57,200,222,black,red,blue,yellow
1691,430,211547117,19,24,237,261,37,0,0,0,white,none,none,none
1714,482,204131631,4,46,46,36,1967,1967,140,0,blue,none,none,none
1825,42,114045094,19,240,42,196,199,197,222,4438,black,blue,none,none
345,23,179743929,19,24,237,261,318,200,199,0,black,red,brown,none
4067,2357,194607832,19,29,49,62,57,0,0,0,white,blue,yellow,none
1280,418,213885039,5,24,43,37,0,0,0,0,white,black,red,none
177,4,143826562,21,19,29,237,62,55,55,0,blue,none,none,none
2067,350,180854633,4,24,261,55,4438,0,0,0,white,black,none,none
435,8,135458434,17,237,49,259,65,57,3336,1967,white,blue,none,none
10,4,142886969,19,104,237,42,1967,105,0,0,white,black,none,none
4007,111,102894800,21,28,42,106,65,65,65,65,white,red,gray,yellow
357,92,215719804,5,24,43,38,64,65,1967,53,black,none,none,none
340,173,215645070,17,27,49,37,64,65,0,0,black,red,blue,brown
425,87,210917652,8,245,43,43,64,65,95,0,white,none,none,none
498,70,199359991,11,7,43,38,189,98,0,0,black,blue,yellow,brown
29,7,209769702,17,24,237,43,65,57,0,0,white,blue,yellow,none
65,18,125251638,21,29,49,106,61,197,95,0,white,red,blue,none
689,246,215192507,104,25,27,261,38,1967,57,194,black,red,blue,none
2456,695,212698635,4,46,38,62,187,186,0,0,black,blue,yellow,none
381,81,216548269,17,9,37,67,199,222,43,106,black,red,orange,none
2228,142,208397237,18,9,2,264,37,64,57,196,black,brown,yellow,none
155,12,191223521,11,237,43,64,1967,186,227,223,black,gray,yellow,none
916,317,204017191,4,43,35,55,1967,0,0,0,white,black,green,none
293,143,216538528,2,46,38,64,60,57,0,0,black,orange,blue,gray
150,38,175117827,236,243,41,40,0,0,0,0,black,none,none,none
400,86,210231597,11,2,28,261,36,106,105,51,black,none,none,none
23,6,173151264,104,237,49,106,106,1967,57,51,black,red,none,none
96,50,216438382,4,261,39,62,61,64,199,200,black,red,none,none
61,49,215945698,4,43,37,64,98,0,0,0,white,black,red,none
761,281,216314423,19,318,57,271,297,4441,55,55,black,none,none,none
251,127,216910777,11,28,43,64,0,0,0,0,white,none,none,none
41,23,213041485,261,37,64,61,64,64,65,196,black,red,yellow,none
5401,527,210550444,19,25,9,261,36,64,55,4428,black,red,yellow,none
555,78,132194477,244,48,37,1967,57,340,0,0,brown,black,white,red
860,184,203355722,18,9,49,37,37,106,95,179,yellow,none,none,none
4376,1731,194463814,19,25,29,46,259,0,0,0,white,none,none,none
7779,1093,213134120,19,24,9,69,261,38,1967,213,white,red,purple,none
1595,885,206105110,259,1967,4426,4468,182,3336,316,110,black,gray,none,none
77,10,216700679,4,24,43,318,64,52,95,74,black,red,none,none
1488,696,215007679,4,24,264,37,38,55,186,204,white,none,none,none
2125,520,209901667,4,236,43,38,62,65,64,0,black,gray,none,none
1251,369,216176422,11,24,28,265,265,57,95,2,white,red,none,none
363,154,216119805,25,28,36,64,65,261,0,0,black,blue,yellow,none
2695,2093,216260162,11,8,47,38,62,1967,196,189,black,yellow,none,none
64,16,210892094,196,227,231,222,58,4428,21,237,black,none,none,none
1456,308,181097682,104,24,237,261,37,62,51,0,white,none,none,none
200,7,125497440,104,46,61,65,64,29,0,0,black,red,yellow,none
251,96,216778171,19,261,259,106,55,4438,3336,0,black,red,none,none
28,12,195235317,21,237,42,259,64,1967,316,0,white,black,none,none
2709,591,214657145,11,29,40,62,74,4267,4441,0,white,red,blue,yellow
2351,542,210919469,11,24,8,266,39,182,0,0,gray,none,none,none
351,30,185744352,18,19,19,24,24,25,240,237,blue,gray,none,none
5169,347,104313006,19,17,43,38,62,57,95,0,black,red,yellow,none
730,258,205464905,4,46,38,64,0,0,0,0,black,brown,orange,none
1803,450,201814060,17,29,46,259,106,55,1967,57,brown,black,white,blue
664,134,216473312,4,24,37,4428,43,0,0,0,white,black,red,none
4989,1476,198764122,104,29,46,38,64,61,95,205,white,brown,blue,orange
847,208,216498674,2,237,49,37,62,106,107,4454,white,blue,gray,yellow
356,112,214836728,17,106,2,41,0,0,0,0,white,brown,black,none
10248,1528,176626573,21,24,237,49,318,62,115,4503,white,black,blue,none
161,74,195694679,43,318,105,57,0,0,0,0,black,none,none,none
72,27,215385249,11,9,261,37,37,61,106,57,gray,black,blue,yellow
3252,283,122824982,8,2,37,62,57,102,0,0,black,none,none,none
3488,981,203182286,104,29,46,37,57,95,213,218,black,red,blue,yellow
14,7,171773788,4496,253,69,50,162,1967,0,0,gray,none,none,none
60,44,204771299,196,197,200,222,222,58,318,11,black,red,none,none
45,22,215924208,243,43,38,106,62,77,0,0,black,none,none,none
161,20,173070988,104,25,237,261,259,52,1967,57,white,black,blue,gray
564,252,210918591,19,24,310,262,37,0,0,0,black,none,none,none
581,223,216618583,3,46,37,64,0,0,0,0,black,red,blue,gray
97,40,216534181,104,2,49,37,64,62,95,0,black,red,gray,yellow
16045,2416,208290235,11,24,27,46,318,0,0,0,black,none,none,none
569,161,215974394,11,24,27,261,36,64,55,196,black,blue,gray,none
431,66,196538242,26,8,245,266,38,64,0,0,white,black,red,none
438,253,216074019,17,28,318,64,196,196,319,43,black,red,yellow,none
1792,322,185159930,19,24,28,47,37,40,67,62,white,black,none,none
48,31,145086468,104,2,4448,4448,333,4479,4448,0,black,none,none,none
50,22,206503721,21,29,49,37,61,58,189,95,black,white,blue,purple
3509,938,212649641,4,37,62,62,65,55,195,0,black,red,brown,yellow
959,190,214786932,19,24,27,266,318,51,0,0,black,brown,gray,none
126,18,197001912,104,29,46,57,1967,0,0,0,blue,none,none,none
389,34,109860292,11,237,49,61,58,0,0,0,white,black,yellow,none
6160,320,119806751,104,24,9,41,318,64,93,4438,green,none,none,none
1803,475,201925402,11,28,46,37,62,0,0,0,white,yellow,none,none
2408,673,213337270,11,2,37,57,51,211,0,0,black,red,none,none
1960,510,207444395,2,29,49,37,305,99,4254,3336,white,black,gray,none
81,11,198838340,62,49,58,110,0,0,0,0,gray,none,none,none
173,62,184069397,17,18,28,261,37,65,64,188,black,brown,red,yellow
207,4,105287597,19,24,237,47,259,65,4428,214,black,red,blue,none
152,19,182410616,17,24,9,261,318,61,57,194,black,red,none,none
674,51,130141925,11,8,46,37,62,57,102,4438,black,red,blue,none
220,37,196690329,18,11,7,46,37,106,65,64,white,black,none,none
1193,616,215202770,4,43,37,106,0,0,0,0,white,brown,gray,none
75,31,216693952,3,245,246,46,61,64,200,197,black,red,none,none
209,37,213383941,19,9,251,42,105,51,211,0,black,blue,none,none
1516,316,178804257,19,19,25,27,240,261,67,64,black,red,orange,none
418,55,171052985,11,24,43,318,0,0,0,0,white,black,none,none
88,29,143536419,19,25,237,49,223,227,0,0,blue,gray,none,none
50,2,201291911,6,25,43,38,107,106,64,65,black,white,purple,yellow
702,198,203338726,4,49,65,65,57,187,2,35,black,gray,none,none
1952,84,132047558,19,237,49,259,106,201,76,0,black,none,none,none
982,435,193492349,3,4,43,38,64,0,0,0,black,red,none,none
73,7,176745338,17,8,261,37,62,65,4428,200,black,white,red,yellow
29,12,185171017,21,237,69,49,227,0,0,0,white,blue,none,none
2817,645,215131351,4,47,38,1967,199,196,194,0,white,red,blue,none
86,9,213835172,4,24,261,37,200,197,0,0,black,red,none,none
296,62,143937009,19,8,69,261,62,60,65,105,red,gray,yellow,none
264,6,117957436,21,29,42,37,57,0,0,0,black,none,none,none
23,11,171077986,21,237,261,259,62,64,58,23,blue,yellow,none,none
5,140,217026804,19,24,29,264,318,35,62,65,black,blue,yellow,none
1781,512,205080929,21,9,46,318,62,64,1967,182,white,gray,green,none
1232,78,100475925,11,24,27,42,37,52,4438,0,black,blue,gray,none
335,99,216369674,4,251,42,64,196,186,200,222,white,red,blue,none
1065,288,216694906,104,25,28,43,318,318,199,95,black,none,none,none
315,6,116695084,11,8,42,200,223,74,0,0,white,black,brown,none
2511,733,203268857,104,37,106,57,0,0,0,0,white,black,yellow,none
267,85,211344070,11,237,261,259,4428,0,0,0,black,gray,none,none
82,14,177117161,11,25,237,49,36,106,62,95,white,black,blue,yellow
764,164,178220054,19,29,265,57,4267,0,0,0,blue,none,none,none
393,97,216419210,3,43,65,196,200,214,0,0,red,yellow,none,none
4688,192,118826783,43,38,196,200,222,6,0,0,black,red,none,none
365,156,216708843,2,46,55,57,217,0,0,0,white,black,red,none
628,205,196153349,3,23,46,37,61,196,200,197,white,black,red,gray
1104,342,193986529,11,28,46,36,61,60,65,64,white,blue,yellow,none
282,51,180938088,25,241,41,57,21,0,0,0,black,blue,yellow,none
5,2,213203846,126,4500,4507,136,4459,0,0,0,black,brown,gray,none
1062,483,216208973,5,24,263,37,105,196,4440,0,black,orange,none,none
2067,246,166253006,7,46,259,106,62,0,0,0,white,black,blue,yellow
2068,682,214074899,104,28,49,318,67,57,199,0,black,red,none,none
48,20,216812748,19,24,240,47,38,57,0,0,white,red,none,none
117,23,157668894,11,237,49,60,64,77,0,0,black,none,none,none
4890,463,189203357,5,236,261,318,64,105,77,0,yellow,none,none,none
886,24,106466417,19,28,1967,3336,76,0,0,0,white,black,red,gray
1364,202,207740250,123,135,136,4439,316,144,4240,0,green,gray,yellow,none
146,33,139611402,17,17,11,237,237,43,43,0,blue,none,none,none
1218,433,215359774,19,237,43,318,52,188,199,222,black,yellow,none,none
2913,340,213192998,4267,4244,4244,4244,4244,4244,182,4244,white,brown,gray,none
9491,401,116264666,11,25,8,43,36,106,64,52,brown,black,white,orange
4638,602,193215645,4452,37,65,203,190,17,261,0,white,brown,blue,none
24,10,215551380,115,118,116,4506,314,144,144,144,brown,none,none,none
145122,1675,124870514,115,118,118,135,136,182,0,0,white,brown,none,none
510,14,147881366,17,237,261,62,196,0,0,0,white,brown,none,none
199,70,216547202,4495,24,28,38,64,261,0,0,white,black,red,none
1974,624,204194185,9,245,46,37,95,222,0,0,white,black,none,none
8425,1461,148801197,21,25,240,49,36,65,196,197,black,brown,gray,none
1745,280,216947310,17,24,237,47,37,59,201,74,black,red,none,none
513,130,216552978,19,8,47,318,55,57,93,201,red,blue,none,none
7133,1265,194818701,4,46,38,64,65,197,95,222,brown,none,none,none
1077,52,117675164,21,237,261,318,196,200,197,0,black,red,none,none
696,105,154884856,26,29,46,318,61,0,0,0,white,black,none,none
1971,808,213585262,4495,237,261,62,187,200,162,171,white,brown,red,yellow
1003,49,111795382,11,332,43,58,0,0,0,0,black,none,none,none
7109,1713,182503837,21,237,46,204,207,213,74,222,white,black,yellow,none
37,13,212664730,17,24,24,69,8,259,52,4441,black,none,none,none
317,19,159029183,4,46,38,65,64,197,95,0,white,black,gray,none
990,139,169066561,21,24,240,49,259,0,0,0,black,none,none,none
1831,405,204268516,195,194,190,195,93,93,201,95,white,red,blue,orange
34,11,215029573,4454,278,291,305,304,4463,300,0,black,none,none,none
65,38,215763129,46,38,64,65,0,0,0,0,black,white,purple,yellow
1822,742,214823575,47,38,62,1967,57,196,189,200,black,red,blue,yellow
258,108,216615816,4,4,236,43,43,318,57,0,white,black,green,none
644,5,194903156,19,25,237,261,62,52,0,0,black,blue,gray,none
1074,508,215795600,21,24,10,50,259,58,316,0,brown,yellow,none,none
2346,727,212387804,17,8,43,65,64,4438,190,222,black,white,red,blue
4714,1271,201105645,4,46,37,106,0,0,0,0,black,none,none,none
491,207,216671192,24,8,261,106,106,106,105,57,brown,orange,yellow,none
1472,69,136264013,146,123,136,162,179,3336,140,182,black,green,brown,gray
5523,1168,215091959,11,24,318,64,8,0,0,0,black,blue,none,none
1302,263,216684317,4,24,43,318,62,187,199,0,black,none,none,none
45,7,168052300,21,29,49,65,106,57,0,0,white,red,yellow,none
531,159,191259015,104,29,49,203,222,200,0,0,black,red,blue,none
36,5,213662647,21,25,29,41,259,1967,200,198,black,red,blue,green
1522,369,215437337,17,236,310,43,37,0,0,0,brown,blue,none,none
183,61,208301614,278,298,305,304,4467,4524,21,152,black,blue,orange,none
854,325,212328940,11,8,46,37,61,58,1967,57,black,none,none,none
391,130,216179191,17,332,46,57,196,201,318,0,brown,gray,none,none
259,75,216467177,19,29,261,36,62,106,64,0,white,yellow,none,none
1640,473,212429915,3,24,42,37,0,0,0,0,brown,none,none,none
776,189,175103083,4,49,37,57,0,0,0,0,white,none,none,none
4821,666,209590945,11,9,43,37,64,62,58,199,black,blue,gray,yellow
5139,1997,202335065,11,9,46,318,57,74,3336,0,white,blue,none,none
1877,388,214783015,4,2,261,37,62,65,0,0,white,black,yellow,none
110,16,189670756,19,18,104,237,237,261,49,259,blue,none,none,none
373,91,216244945,15,15,27,106,64,196,43,38,black,red,yellow,none
269,9,130102626,21,29,261,37,106,57,199,74,white,black,blue,brown
90,22,189985356,11,25,8,46,318,62,1967,200,black,red,none,none
138,12,187895840,19,237,49,64,62,222,0,0,gray,none,none,none
3384,676,213396166,4496,259,58,51,304,76,0,0,green,gray,none,none
181,16,201841428,21,11,29,49,38,106,64,62,black,red,gray,yellow
3584,114,129141375,6,11,8,46,38,64,65,64,red,none,none,none
133,12,194694962,6,46,38,184,196,200,0,0,white,red,none,none
778,26,128104147,4495,237,65,47,0,0,0,0,black,none,none,none
3913,764,176327078,19,24,9,43,38,0,0,0,black,blue,gray,none
27405,1972,207369823,5,25,38,64,200,196,0,0,white,red,none,none
226,50,203380382,21,237,49,259,4513,949,949,0,white,black,none,none
7011,1297,195448011,17,8,46,318,57,0,0,0,white,black,red,none
1345,446,213871812,19,25,310,49,67,67,67,4428,black,red,blue,none
1127,86,121096869,29,62,1967,55,200,77,0,0,red,blue,none,none
44,10,205727532,1967,57,62,37,11,26,9,263,black,blue,green,none
1383,233,209898228,46,258,106,106,57,211,213,102,red,yellow,none,none
5886,812,181454080,21,24,8,43,37,0,0,0,black,red,none,none
38597,722,194703034,21,28,49,259,61,60,1967,57,black,orange,none,none
527,121,215534501,201,74,4428,106,38,19,246,47,brown,red,none,none
1716,425,214062224,19,24,28,266,259,65,61,194,black,brown,red,blue
476,224,216845861,17,25,25,27,49,36,1967,57,black,red,none,none
1296,111,144188665,19,237,2,42,0,0,0,0,red,none,none,none
2292,163,183052453,19,24,9,42,318,64,61,57,black,red,green,yellow
5608,975,177966691,19,29,264,318,57,0,0,0,blue,none,none,none
2025,947,216686023,11,9,49,49,37,62,318,0,white,none,none,none
110,76,215990142,17,9,43,38,62,64,65,200,white,black,red,gray
1006,187,205479735,11,8,46,1967,57,0,0,0,blue,none,none,none
1922,641,207746442,9,261,36,200,222,4257,21,949,black,red,none,none
955,197,158905646,11,25,241,47,57,0,0,0,white,blue,green,gray
5467,759,192201682,11,25,8,49,38,196,200,182,black,red,blue,none
48,29,201285737,244,49,36,106,64,55,57,0,black,none,none,none
2396,735,213151544,19,28,49,259,55,1967,197,0,black,red,brown,none
17074,1853,215442765,4,43,318,222,0,0,0,0,black,none,none,none
1526,586,216476693,19,17,25,27,261,36,55,105,black,green,none,none
24,9,198175424,21,28,47,106,64,65,62,62,brown,white,red,yellow
138,26,215780812,11,23,261,62,67,64,4438,0,white,brown,yellow,none
513,125,214008206,4,46,38,65,189,200,74,0,black,brown,white,red
32045,930,195284478,236,28,4517,43,37,106,200,0,white,black,none,none
72,11,213408361,11,29,69,49,65,303,0,0,white,black,yellow,none
2758,711,207508804,4,236,43,37,64,57,0,0,purple,brown,blue,yellow
784,326,212282310,25,237,268,38,57,0,0,0,black,blue,none,none
44540,2614,176197514,17,24,237,261,37,0,0,0,black,brown,blue,orange
1718,287,216371703,19,24,27,42,318,55,105,0,white,black,red,blue
482,168,214574862,11,237,261,65,64,62,1967,57,white,black,gray,none
595,29,164825002,11,29,46,38,106,62,200,190,white,black,red,blue
195,97,216929362,5,46,46,37,0,0,0,0,black,none,none,none
1497,398,203718692,29,247,46,46,318,62,57,187,white,black,gray,yellow
1517,305,203511773,4,36,60,60,57,47,188,76,black,yellow,none,none
